Segment ID,Project Name,Project Number,Organization Name,Vendor ID,Contract Number,Contract Description,GC Phase Code,GC Phase Code Description,Breakout Code,Breakout Code Description,Invoice Code,Invoice Code Description,Handling Code,Handling Code Description,Account Code,Subcontract Item Number,Category Code,Subjob,Sub Phase Code,Sub Phase Code Description,Scheduled Value Amount,Net Change by Change Order,Contract Sum To Date,Total Billed To Date,Total Percent Complete To Date,Total Retention To Date,Total Balance Due
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Concrete Cutting Company, Inc.",CONC01,IPCRP1-45,Concrete Cutting,,"035:CO-035-01-30"" Transvers Cut - 12' Cuts @ 30"" slab (Extension)",,,,,,,0438-1000,035*IPCRP1*S*1304671727,S,IPCRP1,035*IPCRP1*S*1304671727,"035:CO-035-01-30"" Transvers Cut - 12' Cuts @ 30"" slab (Extension)",0.00,"14,240.00","14,240.00","14,240.00",100.00,712.00,712.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Concrete Cutting Company, Inc.",CONC01,IPCRP1-45,Concrete Cutting,,035:CO-035-02-Core Drilling (Jan-2026),,,,,,,0438-1000,035*IPCRP1*S*1304671728,S,IPCRP1,035*IPCRP1*S*1304671728,035:CO-035-02-Core Drilling (Jan-2026),0.00,"4,650.00","4,650.00","4,650.00",100.00,232.50,232.50
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Concrete Cutting Company, Inc.",CONC01,IPCRP1-45,Concrete Cutting,,"036:CO-036-01-Core Drilling for Rebar on Esplanade Pier Caps, 7/8 D x 24 deep",,,,,,,0177-1000,036*IPCRP1*S*1304823730,S,IPCRP1,036*IPCRP1*S*1304823730,"036:CO-036-01-Core Drilling for Rebar on Esplanade Pier Caps, 7/8 D x 24 deep",0.00,"45,000.00","45,000.00",0.00,0.00,0.00,"45,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Concrete Cutting Company, Inc.",CONC01,IPCRP1-45,Concrete Cutting,,037:CO-037-1-Core Drilling - 2 man crew (Feb-2026),,,,,,,0438-1000,037*IPCRP1*S*1305011755,S,IPCRP1,037*IPCRP1*S*1305011755,037:CO-037-1-Core Drilling - 2 man crew (Feb-2026),0.00,"9,300.00","9,300.00","9,300.00",100.00,465.00,465.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Concrete Cutting Company, Inc.",CONC01,IPCRP1-45,Concrete Cutting,,038:CO-038-01-M&O Fence Core Drilling - Extension,,,,,,,0438-1000,038*IPCRP1*S*1305246210,S,IPCRP1,038*IPCRP1*S*1305246210,038:CO-038-01-M&O Fence Core Drilling - Extension,0.00,900.00,900.00,900.00,100.00,45.00,45.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Concrete Cutting Company, Inc.",CONC01,IPCRP1-45,Concrete Cutting,,"038:CO-038-02-Wire Saw - Phase 2 Platform & Wall (3/9, 3/10, 3/11)",,,,,,,0438-1000,038*IPCRP1*S*1305246211,S,IPCRP1,038*IPCRP1*S*1305246211,"038:CO-038-02-Wire Saw - Phase 2 Platform & Wall (3/9, 3/10, 3/11)",0.00,"12,750.00","12,750.00","12,750.00",100.00,637.50,637.50
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Concrete Cutting Company, Inc.",CONC01,IPCRP1-45,Concrete Cutting,,038:CO-038-03-Saw Cutting FDR North (T&M),,,,,,,0260-1010,038*IPCRP1*S*1305246212,S,IPCRP1,038*IPCRP1*S*1305246212,038:CO-038-03-Saw Cutting FDR North (T&M),0.00,"10,000.00","10,000.00","10,000.00",100.00,500.00,500.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,000:514.01-Mobilization/Demobilization,,,,,,,0514-1000,000*IPCRP1*S*1303635096,S,IPCRP1,000*IPCRP1*S*1303635096,000:514.01-Mobilization/Demobilization,"1,500.00",0.00,"1,500.00","1,500.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,000:514.02-Interim Crew Demobilization/Mobilization: Crew Release w/ Equipment Remaining On Site,,,,,,,0514-1000,000*IPCRP1*S*1303635097,S,IPCRP1,000*IPCRP1*S*1303635097,000:514.02-Interim Crew Demobilization/Mobilization: Crew Release w/ Equipment Remaining On Site,"1,000.00",0.00,"1,000.00","1,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,000:514.03-Operations: CPT Rig & Crew Operations (8hr shift),,,,,,,0514-1000,000*IPCRP1*S*1303635098,S,IPCRP1,000*IPCRP1*S*1303635098,000:514.03-Operations: CPT Rig & Crew Operations (8hr shift),"50,000.00",0.00,"50,000.00","50,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,000:514.04-Night Shifts Differential (8hr shift),,,,,,,0514-1000,000*IPCRP1*S*1303635099,S,IPCRP1,000*IPCRP1*S*1303635099,000:514.04-Night Shifts Differential (8hr shift),"10,000.00",0.00,"10,000.00","5,000.00",50.00,0.00,"5,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,000:514.05-Per Diem: Accommodation & Meal Allowance for 2 Person Crew,,,,,,,0514-1000,000*IPCRP1*S*1303635100,S,IPCRP1,000*IPCRP1*S*1303635100,000:514.05-Per Diem: Accommodation & Meal Allowance for 2 Person Crew,"5,000.00",0.00,"5,000.00","5,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,000:514.06-Data Report: Electronically Delivered,,,,,,,0514-1000,000*IPCRP1*S*1303635101,S,IPCRP1,000*IPCRP1*S*1303635101,000:514.06-Data Report: Electronically Delivered,600.00,0.00,600.00,600.00,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,000:514.07-Expdited Data Fee (Turnaround in 1-2 Business Days),,,,,,,0514-1000,000*IPCRP1*S*1303635102,S,IPCRP1,000*IPCRP1*S*1303635102,000:514.07-Expdited Data Fee (Turnaround in 1-2 Business Days),"1,000.00",0.00,"1,000.00",500.00,50.00,0.00,500.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,000:514.08-Overtime (> 8r/day),,,,,,,0514-1000,000*IPCRP1*S*1303635103,S,IPCRP1,000*IPCRP1*S*1303635103,000:514.08-Overtime (> 8r/day),"12,500.00",0.00,"12,500.00",0.00,0.00,0.00,"12,500.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,000:514.09-Drillouts: Problematic Fills - Auger Wear Surcharge (Limited to 15ft),,,,,,,0514-1000,000*IPCRP1*S*1303635104,S,IPCRP1,000*IPCRP1*S*1303635104,000:514.09-Drillouts: Problematic Fills - Auger Wear Surcharge (Limited to 15ft),375.00,0.00,375.00,0.00,0.00,0.00,375.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,001:CO-001-1-CO-01.1  Mobilization/ Demobilization,,,,,,,0514-1000,001*IPCRP1*S*1304184131,S,IPCRP1,001*IPCRP1*S*1304184131,001:CO-001-1-CO-01.1  Mobilization/ Demobilization,0.00,"1,500.00","1,500.00","1,500.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,001:CO-001-2-CO-01.2  Operations: CPT Rig & Crew Operations (8hr Shift),,,,,,,0514-1000,001*IPCRP1*S*1304184132,S,IPCRP1,001*IPCRP1*S*1304184132,001:CO-001-2-CO-01.2  Operations: CPT Rig & Crew Operations (8hr Shift),0.00,"25,000.00","25,000.00","25,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,001:CO-001-3-CO-01.3  Night Shifts Differential (8hr Shift),,,,,,,0514-1000,001*IPCRP1*S*1304184133,S,IPCRP1,001*IPCRP1*S*1304184133,001:CO-001-3-CO-01.3  Night Shifts Differential (8hr Shift),0.00,"-5,000.00","-5,000.00",0.00,0.00,0.00,"-5,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,001:CO-001-4-CO-01.4 - Per Diem: Accommodation & Meal Allowance for 2 Person Crew,,,,,,,0514-1000,001*IPCRP1*S*1304184134,S,IPCRP1,001*IPCRP1*S*1304184134,001:CO-001-4-CO-01.4 - Per Diem: Accommodation & Meal Allowance for 2 Person Crew,0.00,"3,500.00","3,500.00","3,500.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,001:CO-001-5-CO-01.5  Data Report: Electronically Delivered,,,,,,,0514-1000,001*IPCRP1*S*1304184135,S,IPCRP1,001*IPCRP1*S*1304184135,001:CO-001-5-CO-01.5  Data Report: Electronically Delivered,0.00,600.00,600.00,600.00,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,001:CO-001-6-CO-01.6  Overtime (>8hr/day),,,,,,,0514-1000,001*IPCRP1*S*1304184136,S,IPCRP1,001*IPCRP1*S*1304184136,001:CO-001-6-CO-01.6  Overtime (>8hr/day),0.00,"-12,500.00","-12,500.00",0.00,0.00,0.00,"-12,500.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,ConeTec Inc,CONE04,IPCRP1-95,CPT Testing,,001:CO-001-7-CO-01.7  Drillouts: Problematic Fills  Auger Wear Surcharge (Limited to 15ft),,,,,,,0514-1000,001*IPCRP1*S*1304184137,S,IPCRP1,001*IPCRP1*S*1304184137,001:CO-001-7-CO-01.7  Drillouts: Problematic Fills  Auger Wear Surcharge (Limited to 15ft),0.00,-375.00,-375.00,0.00,0.00,0.00,-375.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,"000:IPCRP1-85-1-Transloading of precast concrete members w/ maximum lift on the hook (load + rigging) over 16 consecutive weeks with exceptions, M-F, 6:30AM - 3:00PM with 1/2 hr for lunch 12:00-12:30",,,,,,,0462-1000,000*IPCRP1*S*1302154328,S,IPCRP1,000*IPCRP1*S*1302154328,"000:IPCRP1-85-1-Transloading of precast concrete members w/ maximum lift on the hook (load + rigging) over 16 consecutive weeks with exceptions, M-F, 6:30AM - 3:00PM with 1/2 hr for lunch 12:00-12:30","1,360,000.00",0.00,"1,360,000.00","990,240.00",72.81,0.00,"369,760.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,000:IPCRP1-85-2-Rigging allowance (as needed),,,,,,,0462-1000,000*IPCRP1*S*1302154329,S,IPCRP1,000*IPCRP1*S*1302154329,000:IPCRP1-85-2-Rigging allowance (as needed),"100,000.00",0.00,"100,000.00","100,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,000:IPCRP1-85-3-Dunnage allowance (as needed),,,,,,,0462-1000,000*IPCRP1*S*1302154330,S,IPCRP1,000*IPCRP1*S*1302154330,000:IPCRP1-85-3-Dunnage allowance (as needed),"50,000.00",0.00,"50,000.00",0.00,0.00,0.00,"50,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,000:IPCRP1-85-4-Crew OT (M-F) as needed,,,,,,,0462-1000,000*IPCRP1*S*1302154331,S,IPCRP1,000*IPCRP1*S*1302154331,000:IPCRP1-85-4-Crew OT (M-F) as needed,"177,600.00",0.00,"177,600.00",0.00,0.00,0.00,"177,600.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,000:IPCRP1-85-5-Saturday Shift (8hr x OT rate)  if needed,,,,,,,0462-1000,000*IPCRP1*S*1302154332,S,IPCRP1,000*IPCRP1*S*1302154332,000:IPCRP1-85-5-Saturday Shift (8hr x OT rate)  if needed,"142,080.00",0.00,"142,080.00",0.00,0.00,0.00,"142,080.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,000:IPCRP1-85-6-Sunday Shift (8hr x PT rate) if needed,,,,,,,0462-1000,000*IPCRP1*S*1302154333,S,IPCRP1,000*IPCRP1*S*1302154333,000:IPCRP1-85-6-Sunday Shift (8hr x PT rate) if needed,0.00,0.00,0.00,0.00,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,001:CO-001-1-Additional Rigging Allowance,,,,,,,0462-1000,001*IPCRP1*S*1302295917,S,IPCRP1,001*IPCRP1*S*1302295917,001:CO-001-1-Additional Rigging Allowance,0.00,"20,000.00","20,000.00","18,734.26",93.67,0.00,"1,265.74"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,001:CO-001-2-Reduce Dunnage Allowance,,,,,,,0462-1000,001*IPCRP1*S*1302295918,S,IPCRP1,001*IPCRP1*S*1302295918,001:CO-001-2-Reduce Dunnage Allowance,0.00,"-40,000.00","-40,000.00",0.00,0.00,0.00,"-40,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,001:CO-001-3-Misc. Supplies,,,,,,,0462-1000,001*IPCRP1*S*1302295919,S,IPCRP1,001*IPCRP1*S*1302295919,001:CO-001-3-Misc. Supplies,0.00,"20,000.00","20,000.00","13,979.29",69.90,0.00,"6,020.71"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,001:CO-001-4-Docking Fee ($2/LF/Day),,,,,,,0462-1000,001*IPCRP1*S*1302295920,S,IPCRP1,001*IPCRP1*S*1302295920,001:CO-001-4-Docking Fee ($2/LF/Day),0.00,"25,000.00","25,000.00","25,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,001:CO-001-5-Offloading DeliveriesForeman - $185/hr (ST); $210/hr (OT) Rigger - $155/hr (ST); $190/hr (OT) Small Equipment w/operator - $190/hr (ST); $215/hr (OT),,,,,,,0462-1000,001*IPCRP1*S*1302295921,S,IPCRP1,001*IPCRP1*S*1302295921,001:CO-001-5-Offloading DeliveriesForeman - $185/hr (ST); $210/hr (OT) Rigger - $155/hr (ST); $190/hr (OT) Small Equipment w/operator - $190/hr (ST); $215/hr (OT),0.00,"10,000.00","10,000.00","10,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,002:CO-002.01-CO-002.01 Tugboat Hours to Move Barges out to Docking Area,,,,,,,0462-1000,002*IPCRP1*S*1302462268,S,IPCRP1,002*IPCRP1*S*1302462268,002:CO-002.01-CO-002.01 Tugboat Hours to Move Barges out to Docking Area,0.00,"12,500.00","12,500.00","9,375.00",75.00,0.00,"3,125.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,003:CO-003-1-Docking Fee ($2/LF/DY) Extn,,,,,,,0462-1000,003*IPCRP1*S*1302636010,S,IPCRP1,003*IPCRP1*S*1302636010,003:CO-003-1-Docking Fee ($2/LF/DY) Extn,0.00,"15,000.00","15,000.00","15,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,004:CO-004-1-Offloading Deliveries Foreman - $185/hr (ST) $210/hr (OT) Rigger - $155/hr (ST) $190/hr (OT) Small Equipment w/operator - $190/hr (ST) $215/hr (OT) Extension,,,,,,,0462-1000,004*IPCRP1*S*1304109227,S,IPCRP1,004*IPCRP1*S*1304109227,004:CO-004-1-Offloading Deliveries Foreman - $185/hr (ST) $210/hr (OT) Rigger - $155/hr (ST) $190/hr (OT) Small Equipment w/operator - $190/hr (ST) $215/hr (OT) Extension,0.00,720.00,720.00,710.00,98.61,0.00,10.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,004:CO-004-2-Docking Fee ($2/LF/DY) Extn,,,,,,,0462-1000,004*IPCRP1*S*1304109228,S,IPCRP1,004*IPCRP1*S*1304109228,004:CO-004-2-Docking Fee ($2/LF/DY) Extn,0.00,"4,480.00","4,480.00","4,480.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,004:CO-004-3-Escalation,,,,,,,0462-1000,004*IPCRP1*S*1304109229,S,IPCRP1,004*IPCRP1*S*1304109229,004:CO-004-3-Escalation,0.00,"9,000.00","9,000.00","9,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,"005:CO-005.01-CO-005.01 Transloading of Phase 2 precast members w/ max lift on the hook (load + rigging) over 14 consecutive weeks w/ exceptions, (M-F, 6:30AM  3:00PM with 1/2hour for lunch 12:00  12:30",,,,,,,0462-1000,005*IPCRP1*S*1305205279,S,IPCRP1,005*IPCRP1*S*1305205279,"005:CO-005.01-CO-005.01 Transloading of Phase 2 precast members w/ max lift on the hook (load + rigging) over 14 consecutive weeks w/ exceptions, (M-F, 6:30AM  3:00PM with 1/2hour for lunch 12:00  12:30",0.00,"1,505,000.00","1,505,000.00",0.00,0.00,0.00,"1,505,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Construction & Marine Equipment Co., Inc.",CONS11,IPCRP1-85,Transloading of Precast Concrete Members,,005:CO-005.02-CO-005.02 Rigging Allowance (if/as needed),,,,,,,0462-1000,005*IPCRP1*S*1305205280,S,IPCRP1,005*IPCRP1*S*1305205280,005:CO-005.02-CO-005.02 Rigging Allowance (if/as needed),0.00,"20,000.00","20,000.00",0.00,0.00,0.00,"20,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:0001-Lead Abatement and Touch-Up Painting (Allowance),,,,,,,0717-1090,000*IPCRP1*S*976044225,S,IPCRP1,000*IPCRP1*S*976044225,000:0001-Lead Abatement and Touch-Up Painting (Allowance),"65,000.00",0.00,"65,000.00","65,000.00",100.00,"3,250.00","3,250.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:0152-Anti-Graffiti Protection Coating,,,,,,,0717-1090,000*IPCRP1*S*976044226,S,IPCRP1,000*IPCRP1*S*976044226,000:0152-Anti-Graffiti Protection Coating,"74,025.00",0.00,"74,025.00","74,025.00",100.00,"3,701.25","3,701.25"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:0717-Painting HM Doors at M&O Areas,,,,,,,0717-1090,000*IPCRP1*S*976044227,S,IPCRP1,000*IPCRP1*S*976044227,000:0717-Painting HM Doors at M&O Areas,"3,000.00",0.00,"3,000.00",0.00,0.00,0.00,"3,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:717.1-Escalation (Allowance),,,,,,,0717-1090,000*IPCRP1*S*976044228,S,IPCRP1,000*IPCRP1*S*976044228,000:717.1-Escalation (Allowance),"10,275.00",0.00,"10,275.00","3,494.53",34.01,174.73,"6,955.20"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:152.2-Painting of Connections at Delancey St. Bridge,,,,,,,0717-1090,000*IPCRP1*S*976044229,S,IPCRP1,000*IPCRP1*S*976044229-001,Mobilization,"2,000.00",0.00,"2,000.00","2,000.00",100.00,100.00,100.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:152.2-Painting of Connections at Delancey St. Bridge,,,,,,,0717-1090,000*IPCRP1*S*976044229,S,IPCRP1,000*IPCRP1*S*976044229-002,Submittals,500.00,0.00,500.00,500.00,100.00,25.00,25.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:152.2-Painting of Connections at Delancey St. Bridge,,,,,,,0717-1090,000*IPCRP1*S*976044229,S,IPCRP1,000*IPCRP1*S*976044229-003,000:152.2-Painting of Connections at Delancey St. Bridge,"115,300.00",0.00,"115,300.00","98,005.00",85.00,"4,900.25","22,195.25"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:152.3-Painting of Connections at East 10th St. Bridge,,,,,,,0717-1090,000*IPCRP1*S*976044230,S,IPCRP1,000*IPCRP1*S*976044230-001,Mobilization,"2,000.00",0.00,"2,000.00",0.00,0.00,0.00,"2,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:152.3-Painting of Connections at East 10th St. Bridge,,,,,,,0717-1090,000*IPCRP1*S*976044230,S,IPCRP1,000*IPCRP1*S*976044230-002,Submittals,500.00,0.00,500.00,500.00,100.00,25.00,25.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:152.3-Painting of Connections at East 10th St. Bridge,,,,,,,0717-1090,000*IPCRP1*S*976044230,S,IPCRP1,000*IPCRP1*S*976044230-003,000:152.3-Painting of Connections at East 10th St. Bridge,"87,000.00",0.00,"87,000.00",0.00,0.00,0.00,"87,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:152.1-Painting of Connections at Corlears Hook Bridge,,,,,,,0717-1090,000*IPCRP1*S*976044231,S,IPCRP1,000*IPCRP1*S*976044231-001,Mobilization,"2,000.00",0.00,"2,000.00","2,000.00",100.00,100.00,100.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:152.1-Painting of Connections at Corlears Hook Bridge,,,,,,,0717-1090,000*IPCRP1*S*976044231,S,IPCRP1,000*IPCRP1*S*976044231-002,Submittals,500.00,0.00,500.00,500.00,100.00,25.00,25.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,000:152.1-Painting of Connections at Corlears Hook Bridge,,,,,,,0717-1090,000*IPCRP1*S*976044231,S,IPCRP1,000*IPCRP1*S*976044231-003,000:152.1-Painting of Connections at Corlears Hook Bridge,"87,900.00",0.00,"87,900.00","87,900.00",100.00,"4,395.00","4,395.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,001:CO-001-CO-001 Allowance Extension,,,,,,,0717-1090,001*IPCRP1*S*1155228285,S,IPCRP1,001*IPCRP1*S*1155228285,001:CO-001-CO-001 Allowance Extension,0.00,"125,000.00","125,000.00","125,000.00",100.00,"6,250.01","6,250.01"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,002:CO-002.01-CO-002.01 Anti-Graffiti Coatings at Concrete Mockups,,,,,,,0717-1090,002*IPCRP1*S*1302498472,S,IPCRP1,002*IPCRP1*S*1302498472,002:CO-002.01-CO-002.01 Anti-Graffiti Coatings at Concrete Mockups,0.00,"8,028.00","8,028.00","8,028.00",100.00,401.40,401.40
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,003:CO-003.01-CO-003.01  Graffiti Removal Allowance because of Vandalism,,,,,,,0717-1090,003*IPCRP1*S*1302661377,S,IPCRP1,003*IPCRP1*S*1302661377,003:CO-003.01-CO-003.01  Graffiti Removal Allowance because of Vandalism,0.00,"100,000.00","100,000.00","41,312.00",41.31,"2,065.60","60,753.60"
