Segment ID,Project Name,Project Number,Organization Name,Vendor ID,Contract Number,Contract Description,GC Phase Code,GC Phase Code Description,Breakout Code,Breakout Code Description,Invoice Code,Invoice Code Description,Handling Code,Handling Code Description,Account Code,Subcontract Item Number,Category Code,Subjob,Sub Phase Code,Sub Phase Code Description,Scheduled Value Amount,Net Change by Change Order,Contract Sum To Date,Total Billed To Date,Total Percent Complete To Date,Total Retention To Date,Total Balance Due
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,004:CO-004.01-CO-004.01 Add Cost for Anti-Graffiti & Prot Sealer that are Compatible,,,,,,,0717-1090,004*IPCRP1*S*1303597383,S,IPCRP1,004*IPCRP1*S*1303597383,004:CO-004.01-CO-004.01 Add Cost for Anti-Graffiti & Prot Sealer that are Compatible,0.00,"19,845.00","19,845.00","19,845.00",100.00,992.25,992.25
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,004:CO-004.02-CO-004.02 Anti-Graffiti Coating & Concrete Protective Sealer to All Pre-Cast Modules (RFI #759),,,,,,,0717-1090,004*IPCRP1*S*1303597384,S,IPCRP1,004*IPCRP1*S*1303597384,004:CO-004.02-CO-004.02 Anti-Graffiti Coating & Concrete Protective Sealer to All Pre-Cast Modules (RFI #759),0.00,"164,507.70","164,507.70","90,479.24",55.00,"4,523.96","78,552.42"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,005:CO-005.01-CO-005.01  Protective Sealer for Concrete Deterrent Furniture,,,,,,,0717-1090,005*IPCRP1*S*1303677778,S,IPCRP1,005*IPCRP1*S*1303677778,005:CO-005.01-CO-005.01  Protective Sealer for Concrete Deterrent Furniture,0.00,"3,921.00","3,921.00","3,921.00",100.00,196.05,196.05
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,005:CO-005.02-CO-005.02  Anti-Graffiti Coating for Concrete Deterrent Furniture,,,,,,,0717-1090,005*IPCRP1*S*1303677779,S,IPCRP1,005*IPCRP1*S*1303677779,005:CO-005.02-CO-005.02  Anti-Graffiti Coating for Concrete Deterrent Furniture,0.00,"4,648.00","4,648.00","4,648.00",100.00,232.40,232.40
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,"006:CO-006.01-CO-006.01  Equipment Rental for Oct 2024, needed for field touch up painting of the Corlears Hook & Delancey St Bridges",,,,,,,0717-1090,006*IPCRP1*S*1303914921,S,IPCRP1,006*IPCRP1*S*1303914921,"006:CO-006.01-CO-006.01  Equipment Rental for Oct 2024, needed for field touch up painting of the Corlears Hook & Delancey St Bridges",0.00,"8,285.02","8,285.02","8,285.02",100.00,414.25,414.25
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,"006:CO-006.02-CO-006.02  Premium Time for Oct 2024, needed for field touch up painting of the Corlears Hook & Delancey St Bridges",,,,,,,0717-1090,006*IPCRP1*S*1303914922,S,IPCRP1,006*IPCRP1*S*1303914922,"006:CO-006.02-CO-006.02  Premium Time for Oct 2024, needed for field touch up painting of the Corlears Hook & Delancey St Bridges",0.00,"3,550.00","3,550.00","3,550.00",100.00,177.50,177.50
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,"006:CO-006.03-CO-006.03  Touch Up Painting Work for Oct 2024, needed for field touch up painting of the Corlears Hook Bridge and final coat at Delancey St Bridge",,,,,,,0717-1090,006*IPCRP1*S*1303914923,S,IPCRP1,006*IPCRP1*S*1303914923,"006:CO-006.03-CO-006.03  Touch Up Painting Work for Oct 2024, needed for field touch up painting of the Corlears Hook Bridge and final coat at Delancey St Bridge",0.00,"28,679.00","28,679.00","28,679.00",100.00,"1,433.95","1,433.95"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,007:CO-007-01-2nd Extension to Lead Abatement & Touch Up Painting (Allowance),,,,,,,0717-1090,007*IPCRP1*S*1304144009,S,IPCRP1,007*IPCRP1*S*1304144009,007:CO-007-01-2nd Extension to Lead Abatement & Touch Up Painting (Allowance),0.00,"75,000.00","75,000.00","40,500.00",54.00,"2,025.00","36,525.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,008:CO-008.01-CO-008.01 PCO No. 194 Changes Required to Access Welding of Pedestrian Bridge Bearing Pads,,,,,,,0717-1090,008*IPCRP1*S*1304563089,S,IPCRP1,008*IPCRP1*S*1304563089,008:CO-008.01-CO-008.01 PCO No. 194 Changes Required to Access Welding of Pedestrian Bridge Bearing Pads,0.00,"8,357.00","8,357.00","8,357.00",100.00,417.85,417.85
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,009:CO-009-01-Anti-Graffiti Overrun,,,,,,,0717-1090,009*IPCRP1*S*1305052594,S,IPCRP1,009*IPCRP1*S*1305052594,009:CO-009-01-Anti-Graffiti Overrun,0.00,"234,765.00","234,765.00",0.00,0.00,0.00,"234,765.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,009:CO-009-02-Add Cost for Anti-Graffiti & Prot Sealer that are Compatible (Overrun),,,,,,,0717-1090,009*IPCRP1*S*1305205501,S,IPCRP1,009*IPCRP1*S*1305205501,009:CO-009-02-Add Cost for Anti-Graffiti & Prot Sealer that are Compatible (Overrun),0.00,"62,937.00","62,937.00",0.00,0.00,0.00,"62,937.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,Crossroads JV LLC,CROS02,IPCRP1-60,Painting,,009:CO-009-03-Escalation (Allowance)  EXTENSION,,,,,,,0717-1090,009*IPCRP1*S*1305275300,S,IPCRP1,009*IPCRP1*S*1305275300,009:CO-009-03-Escalation (Allowance)  EXTENSION,0.00,"75,000.00","75,000.00",0.00,0.00,0.00,"75,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,"000:0150-Protective sealing of structural concrete (Bridge Substructure, Esplanade Pier Caps)",,,,,,,0178-1000,000*IPCRP1*S*1048505740,S,IPCRP1,000*IPCRP1*S*1048505740,"000:0150-Protective sealing of structural concrete (Bridge Substructure, Esplanade Pier Caps)","462,294.00",0.00,"462,294.00","106,830.42",23.11,"5,341.52","360,805.10"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,000:0151-Protective Sealing of Structural Concrete on New Bridge (Bridge Deck),,,,,,,0178-1000,000*IPCRP1*S*1048505741,S,IPCRP1,000*IPCRP1*S*1048505741,000:0151-Protective Sealing of Structural Concrete on New Bridge (Bridge Deck),"28,900.00",0.00,"28,900.00","14,906.00",51.58,745.31,"14,739.31"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,000:0178-Sheet-Applied Waterproofing Membrane (Esplanade Deck),,,,,,,0178-1000,000*IPCRP1*S*1048505742,S,IPCRP1,000*IPCRP1*S*1048505742,000:0178-Sheet-Applied Waterproofing Membrane (Esplanade Deck),"1,055,344.80",0.00,"1,055,344.80","506,778.77",48.02,"25,338.94","573,904.97"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,000:717-M+O Pre-Fabricated Building - waterproofing,,,,,,,0178-1000,000*IPCRP1*S*1048505743,S,IPCRP1,000*IPCRP1*S*1048505743,000:717-M+O Pre-Fabricated Building - waterproofing,"108,957.50",0.00,"108,957.50",0.00,0.00,0.00,"108,957.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,000:815-Tennis Building - waterproofing,,,,,,,0178-1000,000*IPCRP1*S*1048505744,S,IPCRP1,000*IPCRP1*S*1048505744,000:815-Tennis Building - waterproofing,"55,547.50",0.00,"55,547.50",0.00,0.00,0.00,"55,547.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,000:816-Track Building - waterproofing,,,,,,,0178-1000,000*IPCRP1*S*1048505745,S,IPCRP1,000*IPCRP1*S*1048505745,000:816-Track Building - waterproofing,"21,247.50",0.00,"21,247.50",0.00,0.00,0.00,"21,247.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,000:817-10TH Street Comfort Station - waterproofing,,,,,,,0178-1000,000*IPCRP1*S*1048505746,S,IPCRP1,000*IPCRP1*S*1048505746,000:817-10TH Street Comfort Station - waterproofing,"43,335.00",0.00,"43,335.00",0.00,0.00,0.00,"43,335.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,000:--Escalation (4%/ year  - clarification #2),,,,,,,0178-1000,000*IPCRP1*S*1048505747,S,IPCRP1,000*IPCRP1*S*1048505747,000:--Escalation (4%/ year  - clarification #2),"124,373.70",0.00,"124,373.70","59,135.53",47.55,"2,956.77","68,194.94"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,"001:CO-001-1-Labor Manpower for installing Mock up July 13, 2023",,,,,,,0178-1000,001*IPCRP1*S*1302003728,S,IPCRP1,001*IPCRP1*S*1302003728,"001:CO-001-1-Labor Manpower for installing Mock up July 13, 2023",0.00,981.76,981.76,981.76,100.00,49.09,49.09
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,001:CO-001-2-10% Overhead,,,,,,,0178-1000,001*IPCRP1*S*1302003729,S,IPCRP1,001*IPCRP1*S*1302003729,001:CO-001-2-10% Overhead,0.00,98.18,98.18,98.18,100.00,4.91,4.91
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,002:CO-002-1-Protective sealing of Structural Concrete - self performed IPC,,,,,,,0178-1000,002*IPCRP1*S*1302871956,S,IPCRP1,002*IPCRP1*S*1302871956,002:CO-002-1-Protective sealing of Structural Concrete - self performed IPC,0.00,"-2,517.00","-2,517.00","-2,517.00",100.00,-125.85,-125.85
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,002:CO-002-2-Protective sealing of Structural Concrete at Pier 49 spall repair,,,,,,,0178-1000,002*IPCRP1*S*1302871957,S,IPCRP1,002*IPCRP1*S*1302871957,002:CO-002-2-Protective sealing of Structural Concrete at Pier 49 spall repair,0.00,36.00,36.00,36.00,100.00,1.80,1.80
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,003:CO-003.01-CO-003.01  Waterproof up and over the concrete curb on the Precast Bulb Tee Girders,,,,,,,0178-1000,003*IPCRP1*S*1303312122,S,IPCRP1,003*IPCRP1*S*1303312122,003:CO-003.01-CO-003.01  Waterproof up and over the concrete curb on the Precast Bulb Tee Girders,0.00,"80,850.00","80,850.00","42,640.29",52.74,"2,132.01","40,341.72"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,004:CO-004-1-M+O Pre-Fabricated Building - waterproofing,,,,,,,0178-1000,004*IPCRP1*S*1303468204,S,IPCRP1,004*IPCRP1*S*1303468204,004:CO-004-1-M+O Pre-Fabricated Building - waterproofing,0.00,"-108,957.50","-108,957.50",0.00,0.00,0.00,"-108,957.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,004:CO-004-2-Tennis Buidling - waterproofing,,,,,,,0178-1000,004*IPCRP1*S*1303468205,S,IPCRP1,004*IPCRP1*S*1303468205,004:CO-004-2-Tennis Buidling - waterproofing,0.00,"-55,547.50","-55,547.50",0.00,0.00,0.00,"-55,547.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,004:CO-004-3-Track Building - waterproofing,,,,,,,0178-1000,004*IPCRP1*S*1303468206,S,IPCRP1,004*IPCRP1*S*1303468206,004:CO-004-3-Track Building - waterproofing,0.00,"-21,247.50","-21,247.50",0.00,0.00,0.00,"-21,247.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,004:CO-004-4-10st Street Comfort Station - waterproofing,,,,,,,0178-1000,004*IPCRP1*S*1303468207,S,IPCRP1,004*IPCRP1*S*1303468207,004:CO-004-4-10st Street Comfort Station - waterproofing,0.00,"-43,335.00","-43,335.00",0.00,0.00,0.00,"-43,335.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,004:CO-004-5-M+O Building 2 - waterproofing,,,,,,,0178-1000,004*IPCRP1*S*1303468208,S,IPCRP1,004*IPCRP1*S*1303468208,004:CO-004-5-M+O Building 2 - waterproofing,0.00,"21,667.50","21,667.50","21,667.50",100.00,"1,083.38","1,083.38"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,004:CO-004-6-M+O Building 3 - waterproofing,,,,,,,0178-1000,004*IPCRP1*S*1303468209,S,IPCRP1,004*IPCRP1*S*1303468209,004:CO-004-6-M+O Building 3 - waterproofing,0.00,"21,667.50","21,667.50",0.00,0.00,0.00,"21,667.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,004:CO-004-7-Track House - waterproofing,,,,,,,0178-1000,004*IPCRP1*S*1303468210,S,IPCRP1,004*IPCRP1*S*1303468210,004:CO-004-7-Track House - waterproofing,0.00,"108,957.50","108,957.50",0.00,0.00,0.00,"108,957.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,004:CO-004-8-Tennis House - waterproofing,,,,,,,0178-1000,004*IPCRP1*S*1303468211,S,IPCRP1,004*IPCRP1*S*1303468211,004:CO-004-8-Tennis House - waterproofing,0.00,"35,650.00","35,650.00","35,650.00",100.00,"1,782.50","1,782.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,004:CO-004-9-Comfort Station - waterproofing,,,,,,,0178-1000,004*IPCRP1*S*1303468212,S,IPCRP1,004*IPCRP1*S*1303468212,004:CO-004-9-Comfort Station - waterproofing,0.00,"21,247.50","21,247.50",0.00,0.00,0.00,"21,247.50"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,005:CO-005.01-CO-005.01  Houston St Retaining Wall  Sheet Applied Waterproofing,,,,,,,0178-1000,005*IPCRP1*S*1303570383,S,IPCRP1,005*IPCRP1*S*1303570383,005:CO-005.01-CO-005.01  Houston St Retaining Wall  Sheet Applied Waterproofing,0.00,"102,881.25","102,881.25","23,098.50",22.45,"1,154.92","80,937.67"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,006:CO-006.01-CO-006.01 Add Cost for Anti-Graffiti & Prot Sealer that are Compatible,,,,,,,0178-1000,006*IPCRP1*S*1303598467,S,IPCRP1,006*IPCRP1*S*1303598467,006:CO-006.01-CO-006.01 Add Cost for Anti-Graffiti & Prot Sealer that are Compatible,0.00,"30,254.71","30,254.71","18,751.12",61.98,937.57,"12,441.16"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,"006:CO-006.02-CO-006.02 Reduction in Contract Quantity to Item 559.16960118, Protective Sealing of Structural Concrete",,,,,,,0178-1000,006*IPCRP1*S*1303598469,S,IPCRP1,006*IPCRP1*S*1303598469,"006:CO-006.02-CO-006.02 Reduction in Contract Quantity to Item 559.16960118, Protective Sealing of Structural Concrete",0.00,"-210,870.00","-210,870.00",0.00,0.00,0.00,"-210,870.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,007:CO-007.01-CO-007.01  Upcharge Cost for Modified Waterproofing System at M&O 2 Foundation for Prefabricated Building,,,,,,,0178-1000,007*IPCRP1*S*1303942149,S,IPCRP1,007*IPCRP1*S*1303942149,007:CO-007.01-CO-007.01  Upcharge Cost for Modified Waterproofing System at M&O 2 Foundation for Prefabricated Building,0.00,"10,570.00","10,570.00","10,570.00",100.00,528.50,528.50
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,008:CO-008.01-CO-008.01 Upcharge Cost for Modified Waterproofing System at M&O 3 Foundation for Prefabricated Building,,,,,,,0178-1000,008*IPCRP1*S*1304159165,S,IPCRP1,008*IPCRP1*S*1304159165,008:CO-008.01-CO-008.01 Upcharge Cost for Modified Waterproofing System at M&O 3 Foundation for Prefabricated Building,0.00,"10,570.00","10,570.00",0.00,0.00,0.00,"10,570.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,009:CO-009.01-CO-009.01  F&I Air Vapor Barrier,,,,,,,0815-1050,009*IPCRP1*S*1304314722,S,IPCRP1,009*IPCRP1*S*1304314722,009:CO-009.01-CO-009.01  F&I Air Vapor Barrier,0.00,"47,000.00","47,000.00",0.00,0.00,0.00,"47,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,009:CO-009.02-CO-009.02  Flashing of Windows / Doors / Louvers / Openings,,,,,,,0815-1050,009*IPCRP1*S*1304314723,S,IPCRP1,009*IPCRP1*S*1304314723,009:CO-009.02-CO-009.02  Flashing of Windows / Doors / Louvers / Openings,0.00,"3,000.00","3,000.00",0.00,0.00,0.00,"3,000.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"D Star Waterproofers, Inc",DSTA01,IPCRP1-74,Waterproofing,,009:CO-009.03-CO-009.03  Extra Bituthene on 1st 2 CMU Courses per RFI 1256 Response,,,,,,,0815-1050,009*IPCRP1*S*1304314724,S,IPCRP1,009*IPCRP1*S*1304314724,009:CO-009.03-CO-009.03  Extra Bituthene on 1st 2 CMU Courses per RFI 1256 Response,0.00,"2,100.00","2,100.00",0.00,0.00,0.00,"2,100.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,000:1-ST,,,,,,,9000-1270,000*IPCRP1*S*975868576,S,IPCRP1,000*IPCRP1*S*975868576,000:1-ST,"1,672,760.00",0.00,"1,672,760.00","1,672,760.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,000:2-Holiday,,,,,,,9000-1270,000*IPCRP1*S*975868577,S,IPCRP1,000*IPCRP1*S*975868577,000:2-Holiday,"70,688.00",0.00,"70,688.00","70,688.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,000:5-Sales Tax,,,,,,,9000-1270,000*IPCRP1*S*975868578,S,IPCRP1,000*IPCRP1*S*975868578,000:5-Sales Tax,"168,807.78",0.00,"168,807.78","168,807.78",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,000:4-Escalation,,,,,,,9000-1270,000*IPCRP1*S*975868579,S,IPCRP1,000*IPCRP1*S*975868579,000:4-Escalation,"105,811.52",0.00,"105,811.52","105,808.22",100.00,0.00,3.30
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,000:3-Vehicle,,,,,,,9000-1270,000*IPCRP1*S*975868580,S,IPCRP1,000*IPCRP1*S*975868580,000:3-Vehicle,"52,800.00",0.00,"52,800.00","45,890.00",86.91,0.00,"6,910.00"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,001:CO# 001-CO# 001 - Clarifications Revisions,,,,,,,9000-1270,001*IPCRP1*S*1155178962,S,IPCRP1,001*IPCRP1*S*1155178962,001:CO# 001-CO# 001 - Clarifications Revisions,0.00,0.00,0.00,0.00,100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,002:CO-002-1-Extension  Straight Time,,,,,,,9000-1270,002*IPCRP1*S*1302035790,S,IPCRP1,002*IPCRP1*S*1302035790,002:CO-002-1-Extension  Straight Time,0.00,"1,325,250.00","1,325,250.00","1,325,250.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,002:CO-002-2-Extension  Holiday,,,,,,,9000-1270,002*IPCRP1*S*1302035791,S,IPCRP1,002*IPCRP1*S*1302035791,002:CO-002-2-Extension  Holiday,0.00,"48,598.00","48,598.00","48,598.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,002:CO-002-5-Extension  Sales Tax,,,,,,,9000-1270,002*IPCRP1*S*1302035792,S,IPCRP1,002*IPCRP1*S*1302035792,002:CO-002-5-Extension  Sales Tax,0.00,"100,000.00","100,000.00","100,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,003:CO-003-1-Escalation Extension,,,,,,,9000-1270,003*IPCRP1*S*1303132124,S,IPCRP1,003*IPCRP1*S*1303132124,003:CO-003-1-Escalation Extension,0.00,"200,000.00","200,000.00","200,000.00",100.00,0.00,0.00
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,004:CO-004-1-Extension Straight Time,,,,,,,9000-1270,004*IPCRP1*S*1303713777,S,IPCRP1,004*IPCRP1*S*1303713777,004:CO-004-1-Extension Straight Time,0.00,"2,356,000.00","2,356,000.00","830,372.20",35.25,0.00,"1,525,627.80"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,004:CO-004-2-Extension Holiday,,,,,,,9000-1270,004*IPCRP1*S*1303713778,S,IPCRP1,004*IPCRP1*S*1303713778,004:CO-004-2-Extension Holiday,0.00,"79,524.00","79,524.00","33,400.08",42.00,0.00,"46,123.92"
,SANDRESM1 - East Side Coastal Resiliency From Montgomery St To E 15th St,IPC-IPCRP1,"Dreamland Security Services, Inc",DREA02,IPCRP1-22,Security,,004:CO-004-3-Extension Sales Tax,,,,,,,9000-1270,004*IPCRP1*S*1303713779,S,IPCRP1,004*IPCRP1*S*1303713779,004:CO-004-3-Extension Sales Tax,0.00,"200,000.00","200,000.00","118,998.38",59.50,0.00,"81,001.62"
